AAL,1,30
19.33,19.87,20.19,20.64,20.85,20.99,20.95,20.87,20.7,20.73,20.7,20.61,20.54,20.41,20.35,20.39,20.49,20.67,20.96,21.32,21.77,22.34,23.33,24.33,25.25,26.05
